LLL05
1.0000000 0.0000000
0.9858746 0.0048272
0.9594486 0.0140131
0.9284867 0.0248404
0.8951494 0.0363929
0.8608869 0.0475636
0.8262712 0.0581317
0.7915059 0.0682321
0.7566736 0.0772113
0.7218095 0.0850289
0.6869380 0.0919520
0.6520793 0.0979894
0.6172537 0.1030386
0.5824798 0.1070940
0.5477759 0.1102131
0.5131750 0.1124433
0.4786955 0.1137604
0.4443617 0.1141242
0.4103081 0.1135973
0.3767162 0.1123418
0.3436143 0.1103801
0.3108259 0.1075917
0.2783525 0.1041350
0.2462948 0.0999860
0.2147954 0.0950102
0.1840941 0.0892301
0.1545090 0.0829247
0.1267468 0.0762162
0.1013246 0.0691353
0.0794565 0.0619951
0.0612835 0.0550925
0.0465546 0.0484510
0.0352271 0.0423064
0.0262874 0.0366902
0.0189962 0.0315198
0.0131482 0.0264876
0.0086387 0.0215377
0.0052308 0.0164107
0.0027487 0.0114629
0.0010886 0.0070512
0.0001960 0.0029573
0.0000000 0.0000000
0.0001966 -0.0029542
0.0010901 -0.0069513
0.0027509 -0.0109503
0.0052337 -0.0148428
0.0086422 -0.0184117
0.0131521 -0.0218961
0.0190005 -0.0250424
0.0262917 -0.0279791
0.0352316 -0.0309095
0.0465591 -0.0338750
0.0612880 -0.0364943
0.0794609 -0.0385766
0.1013290 -0.0402645
0.1267510 -0.0413423
0.1545130 -0.0417153
0.1840981 -0.0417039
0.2147992 -0.0414348
0.2462984 -0.0409599
0.2783559 -0.0401571
0.3108291 -0.0391563
0.3436174 -0.0381871
0.3767191 -0.0372938
0.4103108 -0.0362188
0.4443643 -0.0349224
0.4786979 -0.0334759
0.5131772 -0.0318693
0.5477780 -0.0300257
0.5824817 -0.0279293
0.6172554 -0.0256602
0.6520809 -0.0233069
0.6869394 -0.0209091
0.7218107 -0.0184291
0.7566747 -0.0159089
0.7915069 -0.0136506
0.8262720 -0.0117373
0.8608875 -0.0094579
0.8951499 -0.0068097
0.9284870 -0.0045223
0.9594489 -0.0025881
0.9858747 -0.0009476
1.0000000 0.0000000
